state,topic,topic_proportion,topic_zscore,rank_within_topic_desc
Alabama,topic_34,0.0,-0.8346641138632758,33.0
District of Columbia,topic_34,0.0,-0.8346641138632758,33.0
Kansas,topic_34,0.0,-0.8346641138632758,33.0
Oklahoma,topic_34,0.0,-0.8346641138632758,33.0
Michigan,topic_34,0.0018281535648994515,-0.741217265245193,32.0
Massachusetts,topic_35,0.0,-1.1181029663527984,35.0
South Carolina,topic_35,0.0,-1.1181029663527984,35.0
Michigan,topic_35,0.0005484460694698354,-1.08727098902328,34.0
Connecticut,topic_35,0.0006565988181221273,-1.0811909689808425,33.0
Arizona,topic_35,0.001669449081803005,-1.0242515940698453,32.0
Arizona,topic_36,0.0,-0.4470780721304432,26.0
Arkansas,topic_36,0.0,-0.4470780721304432,26.0
Indiana,topic_36,0.0,-0.4470780721304432,26.0
Iowa,topic_36,0.0,-0.4470780721304432,26.0
Kentucky,topic_36,0.0,-0.4470780721304432,26.0
Connecticut,topic_37,0.0,-0.8415819534198642,35.0
Minnesota,topic_37,0.0,-0.8415819534198642,35.0
Michigan,topic_37,0.0005484460694698354,-0.8175078372770355,34.0
Virginia,topic_37,0.0023510971786833857,-0.73838021729034,33.0
Pennsylvania,topic_37,0.0025451180009254974,-0.7298636464389912,32.0
District of Columbia,topic_38,0.0,-1.0521700501291291,32.0
Iowa,topic_38,0.0,-1.0521700501291291,32.0
Kentucky,topic_38,0.0,-1.0521700501291291,32.0
Louisiana,topic_38,0.0,-1.0521700501291291,32.0
Minnesota,topic_38,0.0,-1.0521700501291291,32.0
Alabama,topic_39,0.0,-0.8107586628380614,33.0
District of Columbia,topic_39,0.0,-0.8107586628380614,33.0
Iowa,topic_39,0.0,-0.8107586628380614,33.0
Louisiana,topic_39,0.0,-0.8107586628380614,33.0
Michigan,topic_39,0.0009140767824497258,-0.7435711951352021,32.0
Indiana,topic_4,0.0,-0.6724789689992468,33.0
Kentucky,topic_4,0.0,-0.6724789689992468,33.0
Nebraska,topic_4,0.0,-0.6724789689992468,33.0
Tennessee,topic_4,0.0,-0.6724789689992468,33.0
Michigan,topic_4,0.00018281535648994517,-0.6691781086203934,32.0
District of Columbia,topic_40,0.0,-0.6519205078968886,32.0
Kentucky,topic_40,0.0,-0.6519205078968886,32.0
Oklahoma,topic_40,0.0,-0.6519205078968886,32.0
Oregon,topic_40,0.0,-0.6519205078968886,32.0
Tennessee,topic_40,0.0,-0.6519205078968886,32.0
Alabama,topic_41,0.0,-0.5160594669116432,25.0
Colorado,topic_41,0.0,-0.5160594669116432,25.0
District of Columbia,topic_41,0.0,-0.5160594669116432,25.0
Iowa,topic_41,0.0,-0.5160594669116432,25.0
Kansas,topic_41,0.0,-0.5160594669116432,25.0
Arkansas,topic_42,0.0,-0.431802350333549,21.0
Colorado,topic_42,0.0,-0.431802350333549,21.0
District of Columbia,topic_42,0.0,-0.431802350333549,21.0
Indiana,topic_42,0.0,-0.431802350333549,21.0
Iowa,topic_42,0.0,-0.431802350333549,21.0
Alabama,topic_43,0.0,-0.2627405765714168,9.0
Arizona,topic_43,0.0,-0.2627405765714168,9.0
Colorado,topic_43,0.0,-0.2627405765714168,9.0
Connecticut,topic_43,0.0,-0.2627405765714168,9.0
Florida,topic_43,0.0,-0.2627405765714168,9.0
Alabama,topic_44,0.0,-0.23778993783790167,14.0
Colorado,topic_44,0.0,-0.23778993783790167,14.0
Connecticut,topic_44,0.0,-0.23778993783790167,14.0
District of Columbia,topic_44,0.0,-0.23778993783790167,14.0
Georgia,topic_44,0.0,-0.23778993783790167,14.0
Alabama,topic_45,0.0,-1.0222851781447149,29.0
District of Columbia,topic_45,0.0,-1.0222851781447149,29.0
Kentucky,topic_45,0.0,-1.0222851781447149,29.0
Michigan,topic_45,0.0,-1.0222851781447149,29.0
Nebraska,topic_45,0.0,-1.0222851781447149,29.0
Alabama,topic_46,0.0,-0.19322470596430352,17.0
Arkansas,topic_46,0.0,-0.19322470596430352,17.0
Colorado,topic_46,0.0,-0.19322470596430352,17.0
District of Columbia,topic_46,0.0,-0.19322470596430352,17.0
Indiana,topic_46,0.0,-0.19322470596430352,17.0
Alabama,topic_47,0.0,-0.4013166502176182,28.0
District of Columbia,topic_47,0.0,-0.4013166502176182,28.0
Iowa,topic_47,0.0,-0.4013166502176182,28.0
Kentucky,topic_47,0.0,-0.4013166502176182,28.0
Louisiana,topic_47,0.0,-0.4013166502176182,28.0
Alabama,topic_48,0.0,-0.6475558086199324,25.0
Arkansas,topic_48,0.0,-0.6475558086199324,25.0
Kansas,topic_48,0.0,-0.6475558086199324,25.0
Kentucky,topic_48,0.0,-0.6475558086199324,25.0
Louisiana,topic_48,0.0,-0.6475558086199324,25.0
Alabama,topic_49,0.0,-0.946146164631141,28.0
District of Columbia,topic_49,0.0,-0.946146164631141,28.0
Indiana,topic_49,0.0,-0.946146164631141,28.0
Kansas,topic_49,0.0,-0.946146164631141,28.0
Louisiana,topic_49,0.0,-0.946146164631141,28.0
Alabama,topic_5,0.0,-0.3058713619787061,27.0
Arizona,topic_5,0.0,-0.3058713619787061,27.0
Colorado,topic_5,0.0,-0.3058713619787061,27.0
District of Columbia,topic_5,0.0,-0.3058713619787061,27.0
Indiana,topic_5,0.0,-0.3058713619787061,27.0
Alabama,topic_50,0.0,-0.4654996583576869,19.0
Arizona,topic_50,0.0,-0.4654996583576869,19.0
Arkansas,topic_50,0.0,-0.4654996583576869,19.0
Colorado,topic_50,0.0,-0.4654996583576869,19.0
District of Columbia,topic_50,0.0,-0.4654996583576869,19.0
Alabama,topic_51,0.0,-0.5358091869100482,16.0
Arkansas,topic_51,0.0,-0.5358091869100482,16.0
Connecticut,topic_51,0.0,-0.5358091869100482,16.0
Florida,topic_51,0.0,-0.5358091869100482,16.0
Georgia,topic_51,0.0,-0.5358091869100482,16.0
Alabama,topic_52,0.0,-0.24706214537114293,4.0
Arizona,topic_52,0.0,-0.24706214537114293,4.0
Arkansas,topic_52,0.0,-0.24706214537114293,4.0
California,topic_52,0.0,-0.24706214537114293,4.0
Colorado,topic_52,0.0,-0.24706214537114293,4.0
Alabama,topic_53,0.0,-0.6007392765899422,26.0
Arkansas,topic_53,0.0,-0.6007392765899422,26.0
Colorado,topic_53,0.0,-0.6007392765899422,26.0
Iowa,topic_53,0.0,-0.6007392765899422,26.0
Kentucky,topic_53,0.0,-0.6007392765899422,26.0
Alabama,topic_54,0.0,-0.48658548548445807,16.0
Arkansas,topic_54,0.0,-0.48658548548445807,16.0
Colorado,topic_54,0.0,-0.48658548548445807,16.0
Connecticut,topic_54,0.0,-0.48658548548445807,16.0
Illinois,topic_54,0.0,-0.48658548548445807,16.0
Alabama,topic_55,0.0,-0.18325035294593353,4.0
Arizona,topic_55,0.0,-0.18325035294593353,4.0
Arkansas,topic_55,0.0,-0.18325035294593353,4.0
Colorado,topic_55,0.0,-0.18325035294593353,4.0
Connecticut,topic_55,0.0,-0.18325035294593353,4.0
Arkansas,topic_56,0.0,-0.6531508908410711,28.0
District of Columbia,topic_56,0.0,-0.6531508908410711,28.0
Indiana,topic_56,0.0,-0.6531508908410711,28.0
Iowa,topic_56,0.0,-0.6531508908410711,28.0
Maryland,topic_56,0.0,-0.6531508908410711,28.0
Alabama,topic_57,0.0,-0.30506192828346873,13.0
Arkansas,topic_57,0.0,-0.30506192828346873,13.0
Colorado,topic_57,0.0,-0.30506192828346873,13.0
Connecticut,topic_57,0.0,-0.30506192828346873,13.0
District of Columbia,topic_57,0.0,-0.30506192828346873,13.0
Alabama,topic_58,0.0,-0.8977371765745042,27.0
Arkansas,topic_58,0.0,-0.8977371765745042,27.0
Colorado,topic_58,0.0,-0.8977371765745042,27.0
Indiana,topic_58,0.0,-0.8977371765745042,27.0
Iowa,topic_58,0.0,-0.8977371765745042,27.0
Alabama,topic_59,0.0,-0.21281468380179244,9.0
Arizona,topic_59,0.0,-0.21281468380179244,9.0
Arkansas,topic_59,0.0,-0.21281468380179244,9.0
Colorado,topic_59,0.0,-0.21281468380179244,9.0
District of Columbia,topic_59,0.0,-0.21281468380179244,9.0
Alabama,topic_6,0.0,-0.8346355426364555,35.0
Oklahoma,topic_6,0.0,-0.8346355426364555,35.0
Colorado,topic_6,0.004098360655737705,-0.7751667576540731,34.0
Georgia,topic_6,0.007321537522879805,-0.728397225108441,33.0
Nebraska,topic_6,0.008771929824561403,-0.7073514765338124,32.0
Alabama,topic_60,0.0,-0.5097716200395952,15.0
Arkansas,topic_60,0.0,-0.5097716200395952,15.0
Colorado,topic_60,0.0,-0.5097716200395952,15.0
Connecticut,topic_60,0.0,-0.5097716200395952,15.0
Florida,topic_60,0.0,-0.5097716200395952,15.0
Alabama,topic_61,0.0,-0.19349299157667113,7.0
Arizona,topic_61,0.0,-0.19349299157667113,7.0
Arkansas,topic_61,0.0,-0.19349299157667113,7.0
California,topic_61,0.0,-0.19349299157667113,7.0
Colorado,topic_61,0.0,-0.19349299157667113,7.0
Alabama,topic_62,0.0,-0.41384172766045674,16.0
Colorado,topic_62,0.0,-0.41384172766045674,16.0
Connecticut,topic_62,0.0,-0.41384172766045674,16.0
Georgia,topic_62,0.0,-0.41384172766045674,16.0
Indiana,topic_62,0.0,-0.41384172766045674,16.0
Alabama,topic_63,0.0,-0.27374377012744383,11.0
Arizona,topic_63,0.0,-0.27374377012744383,11.0
Arkansas,topic_63,0.0,-0.27374377012744383,11.0
Colorado,topic_63,0.0,-0.27374377012744383,11.0
District of Columbia,topic_63,0.0,-0.27374377012744383,11.0
Alabama,topic_64,0.0,-0.7280865596554955,32.0
Colorado,topic_64,0.0,-0.7280865596554955,32.0
District of Columbia,topic_64,0.0,-0.7280865596554955,32.0
Minnesota,topic_64,0.0,-0.7280865596554955,32.0
Wisconsin,topic_64,0.0,-0.7280865596554955,32.0
Arkansas,topic_65,0.0,-0.5987979014853234,23.0
District of Columbia,topic_65,0.0,-0.5987979014853234,23.0
Indiana,topic_65,0.0,-0.5987979014853234,23.0
Iowa,topic_65,0.0,-0.5987979014853234,23.0
Kentucky,topic_65,0.0,-0.5987979014853234,23.0
Alabama,topic_66,0.0,-0.19990898880392782,10.0
Arkansas,topic_66,0.0,-0.19990898880392782,10.0
Colorado,topic_66,0.0,-0.19990898880392782,10.0
District of Columbia,topic_66,0.0,-0.19990898880392782,10.0
Illinois,topic_66,0.0,-0.19990898880392782,10.0
Alabama,topic_67,0.0,-0.46937059025983874,20.0
Arkansas,topic_67,0.0,-0.46937059025983874,20.0
Colorado,topic_67,0.0,-0.46937059025983874,20.0
Connecticut,topic_67,0.0,-0.46937059025983874,20.0
District of Columbia,topic_67,0.0,-0.46937059025983874,20.0
Alabama,topic_68,0.0,-1.0527920081970807,29.0
Arizona,topic_68,0.0,-1.0527920081970807,29.0
District of Columbia,topic_68,0.0,-1.0527920081970807,29.0
Indiana,topic_68,0.0,-1.0527920081970807,29.0
Kentucky,topic_68,0.0,-1.0527920081970807,29.0
Alabama,topic_69,0.0,-0.39767629617382066,24.0
Connecticut,topic_69,0.0,-0.39767629617382066,24.0
Indiana,topic_69,0.0,-0.39767629617382066,24.0
Iowa,topic_69,0.0,-0.39767629617382066,24.0
Kansas,topic_69,0.0,-0.39767629617382066,24.0
Arkansas,topic_7,0.0,-0.1976946286708295,25.0
Colorado,topic_7,0.0,-0.1976946286708295,25.0
District of Columbia,topic_7,0.0,-0.1976946286708295,25.0
Indiana,topic_7,0.0,-0.1976946286708295,25.0
Iowa,topic_7,0.0,-0.1976946286708295,25.0
Alabama,topic_70,0.0,-0.5145257417862422,20.0
Colorado,topic_70,0.0,-0.5145257417862422,20.0
District of Columbia,topic_70,0.0,-0.5145257417862422,20.0
Illinois,topic_70,0.0,-0.5145257417862422,20.0
Iowa,topic_70,0.0,-0.5145257417862422,20.0
Alabama,topic_71,0.0,-0.30974214728335797,12.0
Arkansas,topic_71,0.0,-0.30974214728335797,12.0
California,topic_71,0.0,-0.30974214728335797,12.0
Connecticut,topic_71,0.0,-0.30974214728335797,12.0
District of Columbia,topic_71,0.0,-0.30974214728335797,12.0
Alabama,topic_72,0.0,-0.4848048464220507,14.0
Arkansas,topic_72,0.0,-0.4848048464220507,14.0
Colorado,topic_72,0.0,-0.4848048464220507,14.0
Connecticut,topic_72,0.0,-0.4848048464220507,14.0
District of Columbia,topic_72,0.0,-0.4848048464220507,14.0
Alabama,topic_73,0.0,-0.17955460950616176,4.0
Arizona,topic_73,0.0,-0.17955460950616176,4.0
Arkansas,topic_73,0.0,-0.17955460950616176,4.0
California,topic_73,0.0,-0.17955460950616176,4.0
Colorado,topic_73,0.0,-0.17955460950616176,4.0
Alabama,topic_74,0.0,-0.3525175751240988,9.0
Arkansas,topic_74,0.0,-0.3525175751240988,9.0
Colorado,topic_74,0.0,-0.3525175751240988,9.0
Connecticut,topic_74,0.0,-0.3525175751240988,9.0
District of Columbia,topic_74,0.0,-0.3525175751240988,9.0
Alabama,topic_75,0.0,-0.19010264988806697,5.0
Arizona,topic_75,0.0,-0.19010264988806697,5.0
Arkansas,topic_75,0.0,-0.19010264988806697,5.0
California,topic_75,0.0,-0.19010264988806697,5.0
Colorado,topic_75,0.0,-0.19010264988806697,5.0
Michigan,topic_8,0.0014625228519195613,-1.324093080522785,36.0
Connecticut,topic_8,0.0016414970453053185,-1.317212631022218,35.0
Pennsylvania,topic_8,0.007866728366496992,-1.0778910342907393,34.0
South Carolina,topic_8,0.010526315789473684,-0.9756463664424933,33.0
Massachusetts,topic_8,0.010803511141120865,-0.9649899216069543,32.0
Alabama,topic_9,0.0,-0.20116099047498154,24.0
Arkansas,topic_9,0.0,-0.20116099047498154,24.0
District of Columbia,topic_9,0.0,-0.20116099047498154,24.0
Indiana,topic_9,0.0,-0.20116099047498154,24.0
Iowa,topic_9,0.0,-0.20116099047498154,24.0
