state,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,income,education
Indiana,0.03968253968253968,0.0,0.0873015873015873,0.031746031746031744,0.0,0.0,0.07936507936507936,0.0,0.06349206349206349,0.0,0.015873015873015872,0.007936507936507936,0.007936507936507936,0.0,0.007936507936507936,0.031746031746031744,0.015873015873015872,0.047619047619047616,0.007936507936507936,0.0,0.007936507936507936,0.0,0.023809523809523808,0.03968253968253968,0.07936507936507936,0.0,0.0,0.0,0.007936507936507936,0.0,0.023809523809523808,0.031746031746031744,0.023809523809523808,0.0,0.023809523809523808,0.031746031746031744,0.0,0.007936507936507936,0.03968253968253968,0.007936507936507936,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,0.015873015873015872,0.0,0.031746031746031744,0.007936507936507936,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.007936507936507936,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,71959.0,30.7
Iowa,0.0,0.0,0.011363636363636364,0.0,0.022727272727272728,0.011363636363636364,0.3522727272727273,0.0,0.045454545454545456,0.0,0.0,0.0,0.09090909090909091,0.0,0.03409090909090909,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,0.011363636363636364,0.0,0.011363636363636364,0.011363636363636364,0.0,0.022727272727272728,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.011363636363636364,0.09090909090909091,0.011363636363636364,0.03409090909090909,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.056818181818181816,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75501.0,32.1
Kansas,0.0,0.0,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.041666666666666664,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.041666666666666664,0.041666666666666664,0.027777777777777776,0.0,0.041666666666666664,0.09722222222222222,0.041666666666666664,0.013888888888888888,0.06944444444444445,0.013888888888888888,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,75514.0,36.0
Kentucky,0.0,0.0,0.0,0.06976744186046512,0.0,0.023255813953488372,0.13953488372093023,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.0,0.11627906976744186,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64526.0,27.9
Louisiana,0.011627906976744186,0.0,0.011627906976744186,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.06976744186046512,0.0,0.03488372093023256,0.011627906976744186,0.23255813953488372,0.0,0.0,0.011627906976744186,0.03488372093023256,0.0,0.023255813953488372,0.0,0.0,0.12790697674418605,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.05813953488372093,0.0,0.023255813953488372,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.011627906976744186,0.10465116279069768,0.0,0.0,0.0,0.0,0.0,0.0,60986.0,27.8
Maryland,0.01,0.0,0.025,0.035,0.015,0.01,0.015,0.0,0.04,0.0,0.005,0.005,0.02,0.025,0.015,0.005,0.01,0.005,0.0,0.08,0.005,0.015,0.03,0.02,0.225,0.0,0.005,0.0,0.0,0.0,0.03,0.015,0.03,0.01,0.02,0.03,0.0,0.065,0.015,0.015,0.03,0.0,0.005,0.0,0.0,0.015,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.015,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.005,0.02,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,102905.0,44.7
Massachusetts,0.017555705604321403,0.0006752194463200541,0.008777852802160702,0.004726536124240378,0.007427413909520594,0.0006752194463200541,0.01012829169480081,0.7386900742741391,0.010803511141120865,0.0006752194463200541,0.00675219446320054,0.00337609723160027,0.007427413909520594,0.004726536124240378,0.012153950033760972,0.004051316677920324,0.012829169480081027,0.0013504388926401081,0.002025658338960162,0.0027008777852802163,0.004726536124240378,0.00337609723160027,0.012153950033760972,0.014854827819041188,0.004726536124240378,0.0006752194463200541,0.017555705604321403,0.0,0.0,0.0,0.0027008777852802163,0.00675219446320054,0.01012829169480081,0.0013504388926401081,0.0027008777852802163,0.0,0.004726536124240378,0.0027008777852802163,0.004051316677920324,0.0054017555705604325,0.0006752194463200541,0.0006752194463200541,0.002025658338960162,0.0006752194463200541,0.0,0.0006752194463200541,0.0,0.002025658338960162,0.004726536124240378,0.002025658338960162,0.0,0.0,0.0,0.0,0.0006752194463200541,0.0,0.008102633355840648,0.0,0.0013504388926401081,0.0,0.0,0.0,0.0013504388926401081,0.0006752194463200541,0.0013504388926401081,0.0,0.0,0.0006752194463200541,0.012153950033760972,0.0,0.0027008777852802163,0.0,0.0006752194463200541,0.0,0.0006752194463200541,0.0,104828.0,48.3
Michigan,0.0021937842778793418,0.5007312614259598,0.00036563071297989033,0.002559414990859232,0.00018281535648994517,0.2603290676416819,0.01590493601462523,0.00018281535648994517,0.0014625228519195613,0.0,0.0005484460694698354,0.00036563071297989033,0.0009140767824497258,0.00036563071297989033,0.002742230347349177,0.00018281535648994517,0.0021937842778793418,0.00036563071297989033,0.0,0.0,0.00036563071297989033,0.0016453382084095063,0.0014625228519195613,0.0007312614259597807,0.0009140767824497258,0.0,0.00036563071297989033,0.07166361974405851,0.0007312614259597807,0.00018281535648994517,0.001279707495429616,0.0009140767824497258,0.0010968921389396709,0.0005484460694698354,0.0018281535648994515,0.0005484460694698354,0.00036563071297989033,0.0005484460694698354,0.0010968921389396709,0.0009140767824497258,0.0020109689213893968,0.0010968921389396709,0.0,0.0,0.0,0.0,0.00018281535648994517,0.0,0.0,0.00018281535648994517,0.0,0.0,0.03308957952468007,0.00036563071297989033,0.0,0.0,0.0018281535648994515,0.02413162705667276,0.00018281535648994517,0.0010968921389396709,0.0,0.0,0.0,0.0,0.00036563071297989033,0.00018281535648994517,0.0,0.0,0.00018281535648994517,0.00036563071297989033,0.0,0.01809872029250457,0.0,0.01992687385740402,0.0,0.017915904936014627,72389.0,33.3
Minnesota,0.009708737864077669,0.0,0.04854368932038835,0.02912621359223301,0.009708737864077669,0.0,0.08737864077669903,0.009708737864077669,0.04854368932038835,0.009708737864077669,0.009708737864077669,0.038834951456310676,0.019417475728155338,0.009708737864077669,0.019417475728155338,0.0,0.0,0.038834951456310676,0.009708737864077669,0.08737864077669903,0.009708737864077669,0.038834951456310676,0.019417475728155338,0.009708737864077669,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.019417475728155338,0.019417475728155338,0.019417475728155338,0.0,0.02912621359223301,0.05825242718446602,0.009708737864077669,0.0,0.0,0.009708737864077669,0.009708737864077669,0.07766990291262135,0.0,0.0,0.0,0.02912621359223301,0.0,0.009708737864077669,0.0,0.009708737864077669,0.0,0.0,0.0,0.02912621359223301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02912621359223301,0.009708737864077669,0.05825242718446602,0.0,0.0,0.0,0.0,0.0,0.0,87117.0,40.0
Missouri,0.011570247933884297,0.0,0.026446280991735537,0.10413223140495868,0.009917355371900827,0.0,0.09090909090909091,0.003305785123966942,0.019834710743801654,0.0049586776859504135,0.01487603305785124,0.001652892561983471,0.09752066115702479,0.0,0.026446280991735537,0.009917355371900827,0.10578512396694215,0.001652892561983471,0.008264462809917356,0.05950413223140496,0.02975206611570248,0.0049586776859504135,0.03636363636363636,0.009917355371900827,0.02975206611570248,0.001652892561983471,0.001652892561983471,0.0,0.006611570247933884,0.0049586776859504135,0.024793388429752067,0.011570247933884297,0.011570247933884297,0.02975206611570248,0.02809917355371901,0.008264462809917356,0.006611570247933884,0.009917355371900827,0.024793388429752067,0.01487603305785124,0.0049586776859504135,0.001652892561983471,0.001652892561983471,0.0,0.001652892561983471,0.0049586776859504135,0.001652892561983471,0.003305785123966942,0.008264462809917356,0.0049586776859504135,0.006611570247933884,0.001652892561983471,0.0,0.008264462809917356,0.0,0.0,0.01487603305785124,0.0,0.008264462809917356,0.0,0.0,0.0,0.001652892561983471,0.0,0.003305785123966942,0.0,0.0,0.023140495867768594,0.0,0.003305785123966942,0.001652892561983471,0.001652892561983471,0.0,0.0,0.0,0.0,71589.0,33.5
Nebraska,0.02631578947368421,0.008771929824561403,0.008771929824561403,0.21929824561403508,0.0,0.0,0.008771929824561403,0.008771929824561403,0.043859649122807015,0.0,0.0,0.0,0.008771929824561403,0.008771929824561403,0.2631578947368421,0.06140350877192982,0.0,0.008771929824561403,0.0,0.02631578947368421,0.02631578947368421,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.008771929824561403,0.05263157894736842,0.03508771929824561,0.017543859649122806,0.0,0.017543859649122806,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.008771929824561403,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76376.0,35.4
Nevada,0.014970059880239521,0.005988023952095809,0.03592814371257485,0.09580838323353294,0.0688622754491018,0.0,0.23053892215568864,0.0,0.03293413173652695,0.005988023952095809,0.011976047904191617,0.0,0.059880239520958084,0.0029940119760479044,0.03592814371257485,0.008982035928143712,0.014970059880239521,0.017964071856287425,0.008982035928143712,0.03293413173652695,0.005988023952095809,0.011976047904191617,0.005988023952095809,0.0029940119760479044,0.038922155688622756,0.03293413173652695,0.0,0.0,0.0,0.0,0.017964071856287425,0.008982035928143712,0.005988023952095809,0.03592814371257485,0.014970059880239521,0.008982035928143712,0.0029940119760479044,0.0029940119760479044,0.0029940119760479044,0.005988023952095809,0.0029940119760479044,0.008982035928143712,0.008982035928143712,0.0,0.0,0.0,0.0,0.005988023952095809,0.0029940119760479044,0.0,0.005988023952095809,0.017964071856287425,0.0,0.0,0.0,0.0,0.017964071856287425,0.0,0.008982035928143712,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0029940119760479044,0.0,0.008982035928143712,0.0,0.0,0.0,0.0,0.008982035928143712,0.0,0.0,0.0,81134.0,28.5
New Jersey,0.0063371356147021544,0.005069708491761723,0.032953105196451206,0.13814955640050697,0.058301647655259824,0.0012674271229404308,0.026615969581749048,0.0,0.02788339670468948,0.0038022813688212928,0.0063371356147021544,0.0,0.0012674271229404308,0.021546261089987327,0.020278833967046894,0.0076045627376425855,0.030418250950570342,0.0012674271229404308,0.0,0.010139416983523447,0.011406844106463879,0.016476552598225603,0.029150823827629912,0.0076045627376425855,0.022813688212927757,0.010139416983523447,0.11913814955640051,0.0,0.0,0.0025348542458808617,0.016476552598225603,0.026615969581749048,0.025348542458808618,0.005069708491761723,0.022813688212927757,0.016476552598225603,0.0025348542458808617,0.010139416983523447,0.0038022813688212928,0.0038022813688212928,0.0063371356147021544,0.0697084917617237,0.005069708491761723,0.0012674271229404308,0.0012674271229404308,0.008871989860583017,0.0025348542458808617,0.060836501901140684,0.011406844106463879,0.011406844106463879,0.0012674271229404308,0.005069708491761723,0.0,0.0025348542458808617,0.0,0.0,0.0012674271229404308,0.0,0.0038022813688212928,0.0,0.0025348542458808617,0.0,0.0012674271229404308,0.034220532319391636,0.0025348542458808617,0.0012674271229404308,0.0,0.0063371356147021544,0.0012674271229404308,0.0025348542458808617,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0,104294.0,44.5
New York,0.014181818181818183,0.0018181818181818182,0.03854545454545454,0.02909090909090909,0.015636363636363636,0.001090909090909091,0.026545454545454546,0.0025454545454545456,0.025818181818181817,0.0025454545454545456,0.029454545454545455,0.0025454545454545456,0.008,0.1461818181818182,0.013818181818181818,0.0032727272727272726,0.02909090909090909,0.012,0.0003636363636363636,0.02509090909090909,0.010545454545454545,0.07054545454545455,0.012,0.02109090909090909,0.01309090909090909,0.0025454545454545456,0.004,0.0003636363636363636,0.004363636363636364,0.12290909090909091,0.015636363636363636,0.012,0.013818181818181818,0.00909090909090909,0.008727272727272728,0.008,0.002909090909090909,0.009454545454545455,0.005090909090909091,0.004,0.004363636363636364,0.002909090909090909,0.056363636363636366,0.0,0.0007272727272727272,0.008727272727272728,0.002181818181818182,0.004,0.0018181818181818182,0.005454545454545455,0.0014545454545454545,0.001090909090909091,0.0,0.0047272727272727275,0.0007272727272727272,0.0,0.0036363636363636364,0.0003636363636363636,0.0047272727272727275,0.0025454545454545456,0.0003636363636363636,0.04909090909090909,0.0003636363636363636,0.03781818181818182,0.0025454545454545456,0.0025454545454545456,0.0,0.009818181818181818,0.002181818181818182,0.0047272727272727275,0.005090909090909091,0.0003636363636363636,0.0007272727272727272,0.0,0.0007272727272727272,0.0,85820.0,41.2
