token,count_state,count_rest,count_total,log_odds_delta,z_score,state,comparison,state_docs_n,rest_docs_n
inputnunsatisfied,34,0,34,1.3627912511925775,6.488184122290769,Missouri,Missouri_vs_rest,1501,67166
bloons,34,0,34,1.3627912511925775,6.488184122290769,Missouri,Missouri_vs_rest,1501,67166
producing,88,160,248,0.4755003261146058,6.454521794564297,Missouri,Missouri_vs_rest,1501,67166
elifchoosemode,33,0,33,1.3627910126866691,6.392056443251284,Missouri,Missouri_vs_rest,1501,67166
rigchoiceselection,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
caimeo,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
descriptionstrip,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
printdescription,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
printnfetching,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
headingstrip,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
printheading,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
envhdr,32,0,32,1.3627907741808567,6.29446096257965,Missouri,Missouri_vs_rest,1501,67166
mpa,44,21,65,0.9066469616374473,6.286130306985001,Missouri,Missouri_vs_rest,1501,67166
statistical,86,170,256,0.450027216216597,6.198348945826024,Missouri,Missouri_vs_rest,1501,67166
heroobjectgroup,30,0,30,1.3627902971695214,6.094583487096378,Missouri,Missouri_vs_rest,1501,67166
camfov,29,0,29,1.3627900586639985,5.992145168235346,Missouri,Missouri_vs_rest,1501,67166
filllight,29,0,29,1.3627900586639985,5.992145168235346,Missouri,Missouri_vs_rest,1501,67166
dlightlevel,29,0,29,1.3627900586639985,5.992145168235346,Missouri,Missouri_vs_rest,1501,67166
keylight,29,0,29,1.3627900586639985,5.992145168235346,Missouri,Missouri_vs_rest,1501,67166
playery,35,11,46,1.021042154049649,5.905872495003575,Missouri,Missouri_vs_rest,1501,67166
excel,99,270,369,0.35822238676044904,5.887789413520409,Missouri,Missouri_vs_rest,1501,67166
capote,27,0,27,1.3627895816532387,5.7818265271043,Missouri,Missouri_vs_rest,1501,67166
playerx,32,8,40,1.075108671235908,5.769638572999111,Missouri,Missouri_vs_rest,1501,67166
strip,84,197,281,0.3999418666125987,5.753650299781054,Missouri,Missouri_vs_rest,1501,67166
ilayeraddnode,26,0,26,1.3627893431480018,5.673744480131959,Missouri,Missouri_vs_rest,1501,67166
cammm,25,0,25,1.3627891046428626,5.563563222332272,Missouri,Missouri_vs_rest,1501,67166
pharrell,25,0,25,1.3627891046428626,5.563563222332272,Missouri,Missouri_vs_rest,1501,67166
groupdiag,23,0,23,1.3627886276328702,5.336380508854672,Missouri,Missouri_vs_rest,1501,67166
persistent,57,101,158,0.48345913783681205,5.2401016821845925,Missouri,Missouri_vs_rest,1501,67166
retval,31,16,47,0.8832173944262323,5.214055304998394,Missouri,Missouri_vs_rest,1501,67166
comic,99,360,459,0.28593308089446445,5.2090255062579125,Missouri,Missouri_vs_rest,1501,67166
abby,44,53,97,0.6077708499842984,5.181417145776459,Missouri,Missouri_vs_rest,1501,67166
brother,138,739,877,0.20460071399611834,5.10858260488489,Missouri,Missouri_vs_rest,1501,67166
china,175,1172,1347,0.16583650125894245,5.108073190566358,Missouri,Missouri_vs_rest,1501,67166
rigptlevelvalue,21,0,21,1.3627881506232633,5.099086350387531,Missouri,Missouri_vs_rest,1501,67166
quinto,21,0,21,1.3627881506232633,5.099086350387531,Missouri,Missouri_vs_rest,1501,67166
producers,51,85,136,0.502593716651857,5.05829219947957,Missouri,Missouri_vs_rest,1501,67166
thematic,47,72,119,0.5293612571276647,4.988715904287572,Missouri,Missouri_vs_rest,1501,67166
borachio,20,0,20,1.3627879121186037,4.976197870418181,Missouri,Missouri_vs_rest,1501,67166
valuelightvalue,20,0,20,1.3627879121186037,4.976197870418181,Missouri,Missouri_vs_rest,1501,67166
freezeobj,20,0,20,1.3627879121186037,4.976197870418181,Missouri,Missouri_vs_rest,1501,67166
modernpresent,20,0,20,1.3627879121186037,4.976197870418181,Missouri,Missouri_vs_rest,1501,67166
quaid,20,0,20,1.3627879121186037,4.976197870418181,Missouri,Missouri_vs_rest,1501,67166
ontrue,20,0,20,1.3627879121186037,4.976197870418181,Missouri,Missouri_vs_rest,1501,67166
zachary,22,3,25,1.1875842886668604,4.974641130879558,Missouri,Missouri_vs_rest,1501,67166
backlight,23,5,28,1.1049594992708425,4.945939217144262,Missouri,Missouri_vs_rest,1501,67166
jeremy,34,30,64,0.7113166526856833,4.92707673861465,Missouri,Missouri_vs_rest,1501,67166
leonato,27,14,41,0.8818168676711746,4.862522761481755,Missouri,Missouri_vs_rest,1501,67166
chinas,43,62,105,0.5488644422392124,4.861820411854027,Missouri,Missouri_vs_rest,1501,67166
sysexit,37,41,78,0.6354532651320977,4.859572745942029,Missouri,Missouri_vs_rest,1501,67166
rated,40,53,93,0.57638780618087,4.8085588019173375,Missouri,Missouri_vs_rest,1501,67166
models,190,1523,1713,0.13876907041028907,4.803712650712756,Missouri,Missouri_vs_rest,1501,67166
wwi,24,9,33,0.975023300821503,4.7946782646874855,Missouri,Missouri_vs_rest,1501,67166
multiplier,27,16,43,0.840600138247483,4.756304251146002,Missouri,Missouri_vs_rest,1501,67166
comedy,77,259,336,0.30453952707828513,4.754960478812835,Missouri,Missouri_vs_rest,1501,67166
scifi,44,71,115,0.5128037136066865,4.747846267587638,Missouri,Missouri_vs_rest,1501,67166
object,180,1407,1587,0.14234644455976486,4.745059975619659,Missouri,Missouri_vs_rest,1501,67166
brics,20,3,23,1.1727442977944431,4.7206270036051885,Missouri,Missouri_vs_rest,1501,67166
rating,60,156,216,0.3711566887984894,4.671924326042851,Missouri,Missouri_vs_rest,1501,67166
ensues,32,37,69,0.6213248753185354,4.468350047800117,Missouri,Missouri_vs_rest,1501,67166
headings,70,246,316,0.2939872391337026,4.447194472142924,Missouri,Missouri_vs_rest,1501,67166
timesleep,37,56,93,0.5332327172178264,4.443032571305792,Missouri,Missouri_vs_rest,1501,67166
paraphrase,41,74,115,0.47775445032698904,4.416603323946138,Missouri,Missouri_vs_rest,1501,67166
animation,84,371,455,0.24277537996599108,4.384526740096762,Missouri,Missouri_vs_rest,1501,67166
sfx,25,19,44,0.7606136298621955,4.364876477237144,Missouri,Missouri_vs_rest,1501,67166
pga,19,6,25,1.0198428996143836,4.349204513341482,Missouri,Missouri_vs_rest,1501,67166
undefined,45,101,146,0.4125314006903249,4.281393214068283,Missouri,Missouri_vs_rest,1501,67166
perry,25,21,46,0.7276291016829557,4.272057534218644,Missouri,Missouri_vs_rest,1501,67166
sequence,92,481,573,0.20909538324598564,4.222188646559603,Missouri,Missouri_vs_rest,1501,67166
tmax,23,19,42,0.7331547803673626,4.1127469967636285,Missouri,Missouri_vs_rest,1501,67166
claudio,22,17,39,0.7551633172017098,4.080438960979252,Missouri,Missouri_vs_rest,1501,67166
parser,39,84,123,0.4245224849706979,4.046971953700164,Missouri,Missouri_vs_rest,1501,67166
unmodified,20,13,33,0.8112911990643283,4.026020835221314,Missouri,Missouri_vs_rest,1501,67166
tba,33,57,90,0.49139538345700906,4.021243881237361,Missouri,Missouri_vs_rest,1501,67166
original,155,1427,1582,0.1202191863527009,3.989522515968983,Missouri,Missouri_vs_rest,1501,67166
peril,25,29,54,0.6202490582075306,3.9460374086359917,Missouri,Missouri_vs_rest,1501,67166
local,147,1326,1473,0.1228299115892515,3.9346045965312917,Missouri,Missouri_vs_rest,1501,67166
composer,24,27,51,0.6304208695016378,3.8981881708201813,Missouri,Missouri_vs_rest,1501,67166
operators,41,105,146,0.37530101770616753,3.8850834423598597,Missouri,Missouri_vs_rest,1501,67166
explain,212,2585,2797,0.0882244319819625,3.875832061459404,Missouri,Missouri_vs_rest,1501,67166
asian,53,188,241,0.2917707342130864,3.8536732722943747,Missouri,Missouri_vs_rest,1501,67166
genres,44,129,173,0.3391163002092732,3.8106435357729183,Missouri,Missouri_vs_rest,1501,67166
rude,43,127,170,0.3372057600614138,3.7555878282213406,Missouri,Missouri_vs_rest,1501,67166
writers,43,128,171,0.3351781709744728,3.7433421550802866,Missouri,Missouri_vs_rest,1501,67166
token,88,557,645,0.17505841479253448,3.73548268742709,Missouri,Missouri_vs_rest,1501,67166
quote,109,863,972,0.14050072861294005,3.6645082002489557,Missouri,Missouri_vs_rest,1501,67166
ado,17,12,29,0.7847093000834349,3.65359174737163,Missouri,Missouri_vs_rest,1501,67166
serbia,17,13,30,0.7585874525029155,3.594740601945382,Missouri,Missouri_vs_rest,1501,67166
liz,23,33,56,0.550452804011714,3.5610165859619,Missouri,Missouri_vs_rest,1501,67166
text,232,3399,3631,0.07093573743122583,3.5418596897575463,Missouri,Missouri_vs_rest,1501,67166
margaret,23,35,58,0.5314909751719661,3.497077476749891,Missouri,Missouri_vs_rest,1501,67166
savannah,17,15,32,0.7113126552625335,3.4839497942572195,Missouri,Missouri_vs_rest,1501,67166
global,162,1937,2099,0.09022031506746853,3.4344986714144485,Missouri,Missouri_vs_rest,1501,67166
relationships,113,1039,1152,0.12037301669770173,3.4088565769430756,Missouri,Missouri_vs_rest,1501,67166
countries,104,895,999,0.12900010232173997,3.40584145156993,Missouri,Missouri_vs_rest,1501,67166
rig,27,57,84,0.43041249475109566,3.391998453789247,Missouri,Missouri_vs_rest,1501,67166
scandinavia,20,27,47,0.5702681548184074,3.3816045959655017,Missouri,Missouri_vs_rest,1501,67166
miller,38,126,164,0.3080313188299666,3.361143136397117,Missouri,Missouri_vs_rest,1501,67166
elementary,39,135,174,0.29759563742829265,3.3416453052242474,Missouri,Missouri_vs_rest,1501,67166
trenches,19,25,44,0.5786686195446293,3.3207622719346466,Missouri,Missouri_vs_rest,1501,67166
adventure,77,542,619,0.157964939947707,3.2951522415511136,Missouri,Missouri_vs_rest,1501,67166
screenheight,15,13,28,0.7172675384662348,3.28600098618775,Missouri,Missouri_vs_rest,1501,67166
neal,16,16,32,0.6696397165448555,3.280551234073717,Missouri,Missouri_vs_rest,1501,67166
obj,21,36,57,0.4937501663647552,3.215866231743463,Missouri,Missouri_vs_rest,1501,67166
alerts,20,32,52,0.5154899297436888,3.2096950886127824,Missouri,Missouri_vs_rest,1501,67166
messagebox,13,9,22,0.7909998847216908,3.2071503615105414,Missouri,Missouri_vs_rest,1501,67166
fahrenheit,17,21,38,0.5994356773153253,3.1981403051039674,Missouri,Missouri_vs_rest,1501,67166
clutter,15,15,30,0.6696394818523732,3.176378960742733,Missouri,Missouri_vs_rest,1501,67166
incorrect,44,197,241,0.23991597476152116,3.152459406416166,Missouri,Missouri_vs_rest,1501,67166
regiment,13,10,23,0.7566504008946797,3.1396334066875546,Missouri,Missouri_vs_rest,1501,67166
ensue,13,10,23,0.7566504008946797,3.1396334066875546,Missouri,Missouri_vs_rest,1501,67166
war,197,3049,3246,0.06625885687982525,3.125902533585382,Missouri,Missouri_vs_rest,1501,67166
irony,24,55,79,0.4065306641977795,3.102345397800019,Missouri,Missouri_vs_rest,1501,67166
scene,154,2050,2204,0.07961897039841492,3.1011357520441245,Missouri,Missouri_vs_rest,1501,67166
strips,29,85,114,0.33918235963582966,3.093960473173207,Missouri,Missouri_vs_rest,1501,67166
canvaswidth,20,36,56,0.4785853575596857,3.0874894059370597,Missouri,Missouri_vs_rest,1501,67166
characters,203,3259,3462,0.06326335429471186,3.0809311489307967,Missouri,Missouri_vs_rest,1501,67166
romance,42,193,235,0.23453955369229007,3.041468374167472,Missouri,Missouri_vs_rest,1501,67166
portrayed,41,185,226,0.23830047896903928,3.03170269592903,Missouri,Missouri_vs_rest,1501,67166
percentile,15,18,33,0.6090148485990206,3.028419199718078,Missouri,Missouri_vs_rest,1501,67166
phil,19,35,54,0.47146343104489574,2.9857052964367616,Missouri,Missouri_vs_rest,1501,67166
pictures,51,298,349,0.1887652421455428,2.9677739925551303,Missouri,Missouri_vs_rest,1501,67166
south,102,1077,1179,0.10370387554257121,2.9642960099387414,Missouri,Missouri_vs_rest,1501,67166
scrape,17,28,45,0.5063148531995925,2.9316428342941294,Missouri,Missouri_vs_rest,1501,67166
patent,24,64,88,0.36425979205970904,2.9250956851742314,Missouri,Missouri_vs_rest,1501,67166
abbott,12,11,23,0.6986263184616188,2.9013082808293293,Missouri,Missouri_vs_rest,1501,67166
canvasheight,22,54,76,0.38707403093216186,2.893418977942452,Missouri,Missouri_vs_rest,1501,67166
tick,24,66,90,0.35598387513180185,2.8891039570728276,Missouri,Missouri_vs_rest,1501,67166
biased,24,67,91,0.35197852551109854,2.871523056700236,Missouri,Missouri_vs_rest,1501,67166
isinvincible,14,18,32,0.5862576229716385,2.8695698740048177,Missouri,Missouri_vs_rest,1501,67166
mild,23,62,85,0.3613398510731223,2.8511253801964016,Missouri,Missouri_vs_rest,1501,67166
zach,13,16,29,0.6006461295438328,2.7995611537233747,Missouri,Missouri_vs_rest,1501,67166
min,40,212,252,0.20651394368070797,2.7646419811186873,Missouri,Missouri_vs_rest,1501,67166
modified,38,193,231,0.21462221340123122,2.7533861304878213,Missouri,Missouri_vs_rest,1501,67166
gpt,88,934,1022,0.10311183517701572,2.7439004810547796,Missouri,Missouri_vs_rest,1501,67166
eth,14,21,35,0.536107827849122,2.7406246053018974,Missouri,Missouri_vs_rest,1501,67166
family,209,3928,4137,0.05139302560978898,2.7311644149135508,Missouri,Missouri_vs_rest,1501,67166
wilhelm,11,11,22,0.6696385430841545,2.7200846206200717,Missouri,Missouri_vs_rest,1501,67166
austria,19,46,65,0.39092691522559697,2.7032075968903366,Missouri,Missouri_vs_rest,1501,67166
common,102,1248,1350,0.08785553283550485,2.6812943126201656,Missouri,Missouri_vs_rest,1501,67166
octave,13,19,32,0.544475846639628,2.6621611867408586,Missouri,Missouri_vs_rest,1501,67166
africans,26,98,124,0.2775997012429645,2.6264530461420734,Missouri,Missouri_vs_rest,1501,67166
soldiers,50,360,410,0.15448248935037334,2.6215067591432653,Missouri,Missouri_vs_rest,1501,67166
notes,74,741,815,0.1098743181377646,2.6134394229215925,Missouri,Missouri_vs_rest,1501,67166
named,117,1640,1757,0.07484011412758029,2.6008811057072916,Missouri,Missouri_vs_rest,1501,67166
africa,62,556,618,0.12356942778798796,2.5641573693293376,Missouri,Missouri_vs_rest,1501,67166
germany,50,381,431,0.14601336461929293,2.5377211487139273,Missouri,Missouri_vs_rest,1501,67166
weeds,10,11,21,0.6378896062654569,2.5312269582200253,Missouri,Missouri_vs_rest,1501,67166
lana,14,28,42,0.4464956424729589,2.490433707191833,Missouri,Missouri_vs_rest,1501,67166
cast,91,1141,1232,0.08540022597258812,2.4889824236576334,Missouri,Missouri_vs_rest,1501,67166
recap,20,64,84,0.3168191129592266,2.476045554668411,Missouri,Missouri_vs_rest,1501,67166
meta,42,293,335,0.1593498829103126,2.4457902804680023,Missouri,Missouri_vs_rest,1501,67166
panel,34,197,231,0.19024995013468704,2.4339001405761005,Missouri,Missouri_vs_rest,1501,67166
frequently,43,310,353,0.15428425671985302,2.4292823214642696,Missouri,Missouri_vs_rest,1501,67166
act,124,2003,2127,0.0627550613000265,2.395339957441196,Missouri,Missouri_vs_rest,1501,67166
gardener,12,22,34,0.4729284454056941,2.376666692966674,Missouri,Missouri_vs_rest,1501,67166
russia,51,443,494,0.12774894931334835,2.3713807039867287,Missouri,Missouri_vs_rest,1501,67166
banned,18,58,76,0.31509501576066334,2.3420191181829484,Missouri,Missouri_vs_rest,1501,67166
pathetic,12,23,35,0.45934332700295855,2.3404840609652737,Missouri,Missouri_vs_rest,1501,67166
credits,24,108,132,0.23885835778819953,2.3225269875853787,Missouri,Missouri_vs_rest,1501,67166
myself,87,1186,1273,0.07738212909454312,2.2898897025097766,Missouri,Missouri_vs_rest,1501,67166
futuristic,27,141,168,0.20930014527886343,2.288499421400714,Missouri,Missouri_vs_rest,1501,67166
pounds,32,197,229,0.17972390375692626,2.2864016663346876,Missouri,Missouri_vs_rest,1501,67166
denies,9,12,21,0.5743278824591638,2.276707422783518,Missouri,Missouri_vs_rest,1501,67166
regularly,30,182,212,0.18222923971535288,2.231234925509141,Missouri,Missouri_vs_rest,1501,67166
onion,9,13,22,0.5482772014466946,2.2230185601688692,Missouri,Missouri_vs_rest,1501,67166
tala,12,27,39,0.4118096112875005,2.2088214108405118,Missouri,Missouri_vs_rest,1501,67166
pedro,18,67,85,0.2804884665146865,2.1977856032892826,Missouri,Missouri_vs_rest,1501,67166
christopher,19,76,95,0.26417509522016935,2.1848414349617347,Missouri,Missouri_vs_rest,1501,67166
material,64,754,818,0.09173643545811139,2.18054545990034,Missouri,Missouri_vs_rest,1501,67166
discontinued,9,14,23,0.5244560447939328,2.172503081895516,Missouri,Missouri_vs_rest,1501,67166
felt,82,1153,1235,0.07455135280182645,2.1720582657461502,Missouri,Missouri_vs_rest,1501,67166
heading,32,219,251,0.16235696178097214,2.1578217897853875,Missouri,Missouri_vs_rest,1501,67166
sports,58,648,706,0.0973966609332706,2.1524699728309566,Missouri,Missouri_vs_rest,1501,67166
grandfather,21,101,122,0.22531344383891572,2.103134333307262,Missouri,Missouri_vs_rest,1501,67166
scary,25,143,168,0.19253865569328177,2.1011715705177862,Missouri,Missouri_vs_rest,1501,67166
producer,20,92,112,0.23432230958273337,2.097712904738755,Missouri,Missouri_vs_rest,1501,67166
meets,45,432,477,0.11496754137768228,2.093498336560937,Missouri,Missouri_vs_rest,1501,67166
found,143,2918,3061,0.04580565231091338,2.0921234650114764,Missouri,Missouri_vs_rest,1501,67166
curl,15,51,66,0.301914564483301,2.088752146750867,Missouri,Missouri_vs_rest,1501,67166
false,171,3826,3997,0.0400303663804209,2.087432225722219,Missouri,Missouri_vs_rest,1501,67166
cornell,8,12,20,0.5361064311350034,2.071712071901973,Missouri,Missouri_vs_rest,1501,67166
african,46,464,510,0.10900215483075293,2.050719411228157,Missouri,Missouri_vs_rest,1501,67166
spaces,35,287,322,0.13556072924907703,2.0337056146218755,Missouri,Missouri_vs_rest,1501,67166
fools,10,22,32,0.4183238343616793,2.0332862238463227,Missouri,Missouri_vs_rest,1501,67166
williams,27,177,204,0.16926006177497044,2.0297720209549373,Missouri,Missouri_vs_rest,1501,67166
companion,24,142,166,0.18656543345619703,2.022407507736651,Missouri,Missouri_vs_rest,1501,67166
hilarious,11,28,39,0.3769688643094895,2.017134947976923,Missouri,Missouri_vs_rest,1501,67166
wheels,15,56,71,0.27979953534177504,2.003587314383037,Missouri,Missouri_vs_rest,1501,67166
chen,10,23,33,0.40548668378849406,1.9998031149488034,Missouri,Missouri_vs_rest,1501,67166
linus,12,35,47,0.3404568867315625,1.9942770853876561,Missouri,Missouri_vs_rest,1501,67166
author,54,649,703,0.08966936413134263,1.9753410352634908,Missouri,Missouri_vs_rest,1501,67166
rubik,8,14,22,0.487316259340437,1.9712913301405455,Missouri,Missouri_vs_rest,1501,67166
spinner,13,43,56,0.3086255525587074,1.9679741172399006,Missouri,Missouri_vs_rest,1501,67166
plus,48,533,581,0.0980642144816013,1.9662094472232166,Missouri,Missouri_vs_rest,1501,67166
rem,15,59,74,0.26792655562017487,1.9564110070025817,Missouri,Missouri_vs_rest,1501,67166
embedded,18,86,104,0.22663689927103192,1.9534848099936872,Missouri,Missouri_vs_rest,1501,67166
enneagram,38,363,401,0.11557526494123671,1.9297943182793373,Missouri,Missouri_vs_rest,1501,67166
comparison,36,331,367,0.12036074515827622,1.9238510412003738,Missouri,Missouri_vs_rest,1501,67166
chef,14,54,68,0.2723372971964313,1.9071237773770775,Missouri,Missouri_vs_rest,1501,67166
institutes,9,21,30,0.4013740413560072,1.8868849397208691,Missouri,Missouri_vs_rest,1501,67166
nationalism,12,40,52,0.3067331773384989,1.884440176285865,Missouri,Missouri_vs_rest,1501,67166
nora,8,16,24,0.44649425719504343,1.8825850865618141,Missouri,Missouri_vs_rest,1501,67166
supervisor,23,150,173,0.17010321126951133,1.878703006503925,Missouri,Missouri_vs_rest,1501,67166
love,188,4872,5060,0.03174742952337262,1.8603212657591417,Missouri,Missouri_vs_rest,1501,67166
jack,43,478,521,0.09794386813324607,1.859602232392344,Missouri,Missouri_vs_rest,1501,67166
opium,9,22,31,0.3882255646999617,1.8535768063471139,Missouri,Missouri_vs_rest,1501,67166
affects,24,168,192,0.15881542138775373,1.8452684464670501,Missouri,Missouri_vs_rest,1501,67166
loc,15,68,83,0.23732692165415692,1.8295692148213971,Missouri,Missouri_vs_rest,1501,67166
mornings,10,29,39,0.34195082888955675,1.8248334211960453,Missouri,Missouri_vs_rest,1501,67166
undo,9,23,32,0.37587690179744193,1.8217269998846068,Missouri,Missouri_vs_rest,1501,67166
pos,33,310,343,0.11765466458375862,1.8174060765107787,Missouri,Missouri_vs_rest,1501,67166
lot,110,2270,2380,0.045069039343486494,1.8149110515043674,Missouri,Missouri_vs_rest,1501,67166
phrases,27,217,244,0.13836235177995526,1.8075798975883282,Missouri,Missouri_vs_rest,1501,67166
woo,7,13,20,0.46896688598090464,1.8071966166351152,Missouri,Missouri_vs_rest,1501,67166
sandra,7,13,20,0.46896688598090464,1.8071966166351152,Missouri,Missouri_vs_rest,1501,67166
complete,88,1618,1706,0.05292967131967785,1.8067197135367865,Missouri,Missouri_vs_rest,1501,67166
function,140,3267,3407,0.03753970241731164,1.806624214394833,Missouri,Missouri_vs_rest,1501,67166
gazed,10,30,40,0.33316599552131265,1.7993020220837848,Missouri,Missouri_vs_rest,1501,67166
llms,22,150,172,0.16294725027003132,1.7928790239414254,Missouri,Missouri_vs_rest,1501,67166
dramatic,24,179,203,0.14917041209482385,1.7799944707056998,Missouri,Missouri_vs_rest,1501,67166
writes,35,357,392,0.10768797805594943,1.7758995951845695,Missouri,Missouri_vs_rest,1501,67166
imperialism,10,31,41,0.3247977420382835,1.774646193782648,Missouri,Missouri_vs_rest,1501,67166
selfimage,8,19,27,0.3963444620718519,1.7670271522859922,Missouri,Missouri_vs_rest,1501,67166
computeranimated,8,19,27,0.3963444620718519,1.7670271522859922,Missouri,Missouri_vs_rest,1501,67166
awfully,7,14,21,0.44649402631624113,1.7609961882428413,Missouri,Missouri_vs_rest,1501,67166
requestsgeturl,7,14,21,0.44649402631624113,1.7609961882428413,Missouri,Missouri_vs_rest,1501,67166
disabled,21,144,165,0.16204581792956319,1.746107346666932,Missouri,Missouri_vs_rest,1501,67166
staring,19,120,139,0.17540700691652944,1.7376301199536517,Missouri,Missouri_vs_rest,1501,67166
danny,10,33,43,0.3091967939707718,1.7277657392495502,Missouri,Missouri_vs_rest,1501,67166
accepted,34,355,389,0.10497386166220046,1.7238616066105483,Missouri,Missouri_vs_rest,1501,67166
washed,13,58,71,0.24064323539131927,1.7163994013978514,Missouri,Missouri_vs_rest,1501,67166
theres,51,717,768,0.07455942511601243,1.7130360047376252,Missouri,Missouri_vs_rest,1501,67166
writing,107,2320,2427,0.04193888441654625,1.7046462976338337,Missouri,Missouri_vs_rest,1501,67166
dust,26,224,250,0.12883485272052297,1.7015567786786616,Missouri,Missouri_vs_rest,1501,67166
console,26,225,251,0.12824095684222137,1.696963974240804,Missouri,Missouri_vs_rest,1501,67166
percent,41,504,545,0.0873710003051773,1.694123167463397,Missouri,Missouri_vs_rest,1501,67166
berries,10,35,45,0.2949447636385365,1.6838373719095179,Missouri,Missouri_vs_rest,1501,67166
barney,9,28,37,0.32389212785634136,1.6810262587169689,Missouri,Missouri_vs_rest,1501,67166
epilogue,7,16,23,0.40727330553774443,1.677082128442134,Missouri,Missouri_vs_rest,1501,67166
directions,26,230,256,0.12533973286317313,1.6743677232546745,Missouri,Missouri_vs_rest,1501,67166
scratch,23,185,208,0.13824884048754882,1.6675215984638687,Missouri,Missouri_vs_rest,1501,67166
anytime,16,93,109,0.18968546289768007,1.666828292997656,Missouri,Missouri_vs_rest,1501,67166
drama,24,204,228,0.1306444071827766,1.6481810460640787,Missouri,Missouri_vs_rest,1501,67166
moments,46,639,685,0.07564522041188404,1.6416412664701805,Missouri,Missouri_vs_rest,1501,67166
genderless,7,17,24,0.39005270397346514,1.6388145834196477,Missouri,Missouri_vs_rest,1501,67166
karen,14,74,88,0.20701549646926587,1.6377910223957104,Missouri,Missouri_vs_rest,1501,67166
true,162,4393,4555,0.029400826046143358,1.633994688043972,Missouri,Missouri_vs_rest,1501,67166
allied,15,86,101,0.19212078542743072,1.6255593748822168,Missouri,Missouri_vs_rest,1501,67166
