token,count_state,count_rest,count_total,log_odds_delta,z_score,state,comparison,state_docs_n,rest_docs_n
execution,30,237,267,0.1619679174173676,2.2141458888541328,Louisiana,Louisiana_vs_rest,231,68436
manhood,8,12,20,0.5572753798589201,2.153516661576384,Louisiana,Louisiana_vs_rest,231,68436
scrum,14,48,62,0.3210611950073634,2.152457001000078,Louisiana,Louisiana_vs_rest,231,68436
resort,16,82,98,0.2340502923268648,1.955348627702032,Louisiana,Louisiana_vs_rest,231,68436
antibodies,7,14,21,0.46766297678570545,1.8444876548440647,Louisiana,Louisiana_vs_rest,231,68436
league,33,456,489,0.0972953547734452,1.784137020473786,Louisiana,Louisiana_vs_rest,231,68436
transplant,7,19,26,0.3806515978915801,1.660900373219986,Louisiana,Louisiana_vs_rest,231,68436
mobil,6,14,20,0.4225422978835276,1.621887389507522,Louisiana,Louisiana_vs_rest,231,68436
inf,21,226,247,0.12270145019730805,1.6048651968726209,Louisiana,Louisiana_vs_rest,231,68436
makers,10,48,58,0.24687585708308823,1.5889542229652287,Louisiana,Louisiana_vs_rest,231,68436
antibody,6,15,21,0.40312421164548695,1.583440469429865,Louisiana,Louisiana_vs_rest,231,68436
exxon,6,15,21,0.40312421164548695,1.583440469429865,Louisiana,Louisiana_vs_rest,231,68436
fabrication,7,22,29,0.34249983078450796,1.5733924917690234,Louisiana,Louisiana_vs_rest,231,68436
object,53,1534,1587,0.047359937011133724,1.552854745963085,Louisiana,Louisiana_vs_rest,231,68436
orchestration,5,15,20,0.35433380385440394,1.3531345645370345,Louisiana,Louisiana_vs_rest,231,68436
reader,25,460,485,0.07403654195678122,1.3474591923443258,Louisiana,Louisiana_vs_rest,231,68436
computing,15,172,187,0.11575372585655863,1.3160623266726041,Louisiana,Louisiana_vs_rest,231,68436
disney,18,261,279,0.0929721132113901,1.286960086353155,Louisiana,Louisiana_vs_rest,231,68436
naked,12,128,140,0.12370124314466757,1.218256142843924,Louisiana,Louisiana_vs_rest,231,68436
shrinking,5,22,27,0.264721642497868,1.1647158042307413,Louisiana,Louisiana_vs_rest,231,68436
cells,22,484,506,0.06220134425796786,1.1542461730080542,Louisiana,Louisiana_vs_rest,231,68436
rouge,5,23,28,0.2554879661699445,1.1435966225207503,Louisiana,Louisiana_vs_rest,231,68436
post,34,1182,1216,0.03932115690620286,1.1271415724821994,Louisiana,Louisiana_vs_rest,231,68436
async,15,237,252,0.08569456112963714,1.1261660259327124,Louisiana,Louisiana_vs_rest,231,68436
developer,25,688,713,0.04981293529730024,1.0951761820484367,Louisiana,Louisiana_vs_rest,231,68436
booking,6,40,46,0.18770269690168817,1.0685180596388888,Louisiana,Louisiana_vs_rest,231,68436
towel,10,117,127,0.11361992027956624,1.064258651086012,Louisiana,Louisiana_vs_rest,231,68436
pants,13,204,217,0.08625439274518598,1.0519514427935486,Louisiana,Louisiana_vs_rest,231,68436
orlando,6,48,54,0.1601780204640626,0.9845122538330634,Louisiana,Louisiana_vs_rest,231,68436
bent,7,69,76,0.13291337252632296,0.9656601321701266,Louisiana,Louisiana_vs_rest,231,68436
parsing,5,35,40,0.17998040909004231,0.954490258112234,Louisiana,Louisiana_vs_rest,231,68436
jira,4,22,26,0.22080216494120464,0.948718287207029,Louisiana,Louisiana_vs_rest,231,68436
following,74,6686,6760,0.014048814215303018,0.9456702673840536,Louisiana,Louisiana_vs_rest,231,68436
bool,15,339,354,0.060574998232040045,0.9399634187003468,Louisiana,Louisiana_vs_rest,231,68436
ohm,4,23,27,0.2127699928629223,0.9307514439756039,Louisiana,Louisiana_vs_rest,231,68436
story,74,6963,7037,0.0134057708479558,0.9205910445245794,Louisiana,Louisiana_vs_rest,231,68436
skimpy,4,24,28,0.2052979776432018,0.9137380056862618,Louisiana,Louisiana_vs_rest,231,68436
inflammation,4,26,30,0.19181462654387893,0.8822546131647496,Louisiana,Louisiana_vs_rest,231,68436
travel,23,952,975,0.03284367721424175,0.8421606943945529,Louisiana,Louisiana_vs_rest,231,68436
nurses,7,97,104,0.09703178973815518,0.8205333985759539,Louisiana,Louisiana_vs_rest,231,68436
technology,30,1650,1680,0.024332576121835814,0.8178864145299259,Louisiana,Louisiana_vs_rest,231,68436
resistor,4,32,36,0.16017753931457968,0.8038484744949951,Louisiana,Louisiana_vs_rest,231,68436
optical,5,53,58,0.12441055107756505,0.7887045636563446,Louisiana,Louisiana_vs_rest,231,68436
shrine,3,19,22,0.19610930987227704,0.7728374809951891,Louisiana,Louisiana_vs_rest,231,68436
payload,5,56,61,0.11828683208408641,0.7683794735197343,Louisiana,Louisiana_vs_rest,231,68436
universal,16,567,583,0.038552886998921565,0.7651107994015848,Louisiana,Louisiana_vs_rest,231,68436
walt,5,57,62,0.11637515075387128,0.7619292856572373,Louisiana,Louisiana_vs_rest,231,68436
binds,4,36,40,0.1442620824846017,0.7615434874467294,Louisiana,Louisiana_vs_rest,231,68436
fins,3,20,23,0.18770197365524766,0.7555534545197686,Louisiana,Louisiana_vs_rest,231,68436
tissue,6,85,91,0.09503324089650711,0.7515128616999235,Louisiana,Louisiana_vs_rest,231,68436
contract,16,590,606,0.03701065971528372,0.7486704109004488,Louisiana,Louisiana_vs_rest,231,68436
consumes,3,21,24,0.1799799271802769,0.7393429951108111,Louisiana,Louisiana_vs_rest,231,68436
ripping,3,21,24,0.1799799271802769,0.7393429951108111,Louisiana,Louisiana_vs_rest,231,68436
garden,12,350,362,0.04698550429002246,0.7357406941681657,Louisiana,Louisiana_vs_rest,231,68436
immune,8,161,169,0.06786379384739583,0.7284131176097035,Louisiana,Louisiana_vs_rest,231,68436
loses,7,125,132,0.07620433405486793,0.723779104696263,Louisiana,Louisiana_vs_rest,231,68436
rejection,5,65,70,0.10301935652444527,0.7153304320197448,Louisiana,Louisiana_vs_rest,231,68436
endowed,3,23,26,0.16628108206000114,0.7097290464815963,Louisiana,Louisiana_vs_rest,231,68436
receptor,3,23,26,0.16628108206000114,0.7097290464815963,Louisiana,Louisiana_vs_rest,231,68436
smarter,3,23,26,0.16628108206000114,0.7097290464815963,Louisiana,Louisiana_vs_rest,231,68436
advisor,9,215,224,0.057345979286925086,0.707503442931936,Louisiana,Louisiana_vs_rest,231,68436
water,42,3846,3888,0.013826832413834644,0.7058254320353013,Louisiana,Louisiana_vs_rest,231,68436
thanksgiving,5,68,73,0.09875495659503564,0.6998318483295347,Louisiana,Louisiana_vs_rest,231,68436
flare,3,27,30,0.1442618422918489,0.6595149081378374,Louisiana,Louisiana_vs_rest,231,68436
cruise,4,49,53,0.10888423844967754,0.6584214479845382,Louisiana,Louisiana_vs_rest,231,68436
lingerie,3,28,31,0.1396286289893034,0.6484828032727553,Louisiana,Louisiana_vs_rest,231,68436
peacock,7,161,168,0.05953469526460964,0.6363145296741107,Louisiana,Louisiana_vs_rest,231,68436
linkedin,4,54,58,0.09944129574428473,0.6281986613003187,Louisiana,Louisiana_vs_rest,231,68436
galen,3,30,33,0.1311897595813214,0.6279193463545253,Louisiana,Louisiana_vs_rest,231,68436
involves,10,333,343,0.04108211838084763,0.6256131128869854,Louisiana,Louisiana_vs_rest,231,68436
contracted,4,55,59,0.09774205961030269,0.622612095402831,Louisiana,Louisiana_vs_rest,231,68436
reduces,5,87,92,0.07813118570751065,0.619701085296307,Louisiana,Louisiana_vs_rest,231,68436
communications,9,277,286,0.04450264338393062,0.6191663842437771,Louisiana,Louisiana_vs_rest,231,68436
punished,4,57,61,0.09450842628119283,0.6118467656774077,Louisiana,Louisiana_vs_rest,231,68436
mode,24,1785,1809,0.01749817660588704,0.6096536152993658,Louisiana,Louisiana_vs_rest,231,68436
underwear,6,130,136,0.06313698910809329,0.6074895005475317,Louisiana,Louisiana_vs_rest,231,68436
carbon,9,288,297,0.0427801657149427,0.6063763531835121,Louisiana,Louisiana_vs_rest,231,68436
hotels,3,33,36,0.12026068790595446,0.6003004305920773,Louisiana,Louisiana_vs_rest,231,68436
laptops,3,33,36,0.12026068790595446,0.6003004305920773,Louisiana,Louisiana_vs_rest,231,68436
blush,5,96,101,0.07104137499007379,0.5897610543966098,Louisiana,Louisiana_vs_rest,231,68436
electricity,7,199,206,0.048211556234422304,0.5696055683240082,Louisiana,Louisiana_vs_rest,231,68436
knees,5,105,110,0.06510010642268504,0.5634986484500357,Louisiana,Louisiana_vs_rest,231,68436
type,46,6179,6225,0.008730518670958531,0.5634547175332737,Louisiana,Louisiana_vs_rest,231,68436
architectures,3,38,41,0.10554732591950788,0.5610926283140233,Louisiana,Louisiana_vs_rest,231,68436
giggle,3,39,42,0.1030188791850879,0.5540900026661123,Louisiana,Louisiana_vs_rest,231,68436
hotel,9,340,349,0.036098606576908665,0.5540745746048986,Louisiana,Louisiana_vs_rest,231,68436
tugs,2,18,20,0.1442616020999008,0.5384907709917841,Louisiana,Louisiana_vs_rest,231,68436
neko,2,18,20,0.1442616020999008,0.5384907709917841,Louisiana,Louisiana_vs_rest,231,68436
components,10,441,451,0.03073900677792274,0.5358877410944848,Louisiana,Louisiana_vs_rest,231,68436
sandals,3,42,45,0.09609843519733374,0.5344778068845975,Louisiana,Louisiana_vs_rest,231,68436
write,86,17923,18009,0.00482638286921766,0.5294638748160075,Louisiana,Louisiana_vs_rest,231,68436
turkey,6,171,177,0.048089897736316445,0.5266496014238098,Louisiana,Louisiana_vs_rest,231,68436
transplantation,2,19,21,0.13742006990208466,0.5251384331916277,Louisiana,Louisiana_vs_rest,231,68436
determines,4,78,82,0.06997925386939663,0.5233725863392621,Louisiana,Louisiana_vs_rest,231,68436
roblox,5,122,127,0.056155025831928995,0.5215702152871028,Louisiana,Louisiana_vs_rest,231,68436
technician,4,80,84,0.06827615874167314,0.5166923947493645,Louisiana,Louisiana_vs_rest,231,68436
vacation,5,125,130,0.054817231847295034,0.515017245509732,Louisiana,Louisiana_vs_rest,231,68436
enabled,13,773,786,0.022368777583141153,0.5141227218939066,Louisiana,Louisiana_vs_rest,231,68436
giggled,2,20,22,0.1311895197703521,0.5126930622074968,Louisiana,Louisiana_vs_rest,231,68436
protested,2,20,22,0.1311895197703521,0.5126930622074968,Louisiana,Louisiana_vs_rest,231,68436
innovations,5,128,133,0.053539275258827956,0.5086813755742147,Louisiana,Louisiana_vs_rest,231,68436
tract,2,21,23,0.12549149827461825,0.5010558092252765,Louisiana,Louisiana_vs_rest,231,68436
vis,2,21,23,0.12549149827461825,0.5010558092252765,Louisiana,Louisiana_vs_rest,231,68436
ieee,2,21,23,0.12549149827461825,0.5010558092252765,Louisiana,Louisiana_vs_rest,231,68436
aim,12,716,728,0.022285345672855783,0.49293824481519644,Louisiana,Louisiana_vs_rest,231,68436
narotica,5,136,141,0.050395109897374724,0.49275895478579523,Louisiana,Louisiana_vs_rest,231,68436
deprived,2,22,24,0.12026044847596928,0.49014227326952603,Louisiana,Louisiana_vs_rest,231,68436
toxins,2,22,24,0.12026044847596928,0.49014227326952603,Louisiana,Louisiana_vs_rest,231,68436
prank,4,89,93,0.061510060085018026,0.48928917858347315,Louisiana,Louisiana_vs_rest,231,68436
consumption,6,199,205,0.041249469517421034,0.4856380650459853,Louisiana,Louisiana_vs_rest,231,68436
toxic,3,51,54,0.07989645719150573,0.48562618080602804,Louisiana,Louisiana_vs_rest,231,68436
embarrassing,3,52,55,0.07841971521792956,0.4809380900531065,Louisiana,Louisiana_vs_rest,231,68436
footprint,3,52,55,0.07841971521792956,0.4809380900531065,Louisiana,Louisiana_vs_rest,231,68436
blushed,2,23,25,0.11544116165892149,0.4798798974672583,Louisiana,Louisiana_vs_rest,231,68436
marrow,2,23,25,0.11544116165892149,0.4798798974672583,Louisiana,Louisiana_vs_rest,231,68436
sneaking,2,23,25,0.11544116165892149,0.4798798974672583,Louisiana,Louisiana_vs_rest,231,68436
switches,3,53,56,0.0769951004289311,0.4763736200426308,Louisiana,Louisiana_vs_rest,231,68436
voltage,4,94,98,0.05828320800978304,0.4756861241002754,Louisiana,Louisiana_vs_rest,231,68436
emerging,6,208,214,0.03942844289019831,0.474143365571193,Louisiana,Louisiana_vs_rest,231,68436
nurse,10,550,560,0.0243281213719726,0.4721204910774533,Louisiana,Louisiana_vs_rest,231,68436
caribbean,3,54,57,0.07561989928105994,0.471927357466751,Louisiana,Louisiana_vs_rest,231,68436
crawling,2,24,26,0.11098681092844309,0.4702059161590034,Louisiana,Louisiana_vs_rest,231,68436
itchatgpt,2,24,26,0.11098681092844309,0.4702059161590034,Louisiana,Louisiana_vs_rest,231,68436
draenei,2,24,26,0.11098681092844309,0.4702059161590034,Louisiana,Louisiana_vs_rest,231,68436
reaction,13,899,912,0.018966932527497704,0.4693200888911991,Louisiana,Louisiana_vs_rest,231,68436
reliability,4,97,101,0.05649908507320056,0.4680016082287429,Louisiana,Louisiana_vs_rest,231,68436
pulled,7,293,300,0.03245977041382453,0.46165838021368777,Louisiana,Louisiana_vs_rest,231,68436
smaller,9,471,480,0.02565526822563058,0.4610414808801626,Louisiana,Louisiana_vs_rest,231,68436
boards,3,57,60,0.07176632882188372,0.4592484335931607,Louisiana,Louisiana_vs_rest,231,68436
sheets,5,158,163,0.04332884226774425,0.4550192942379907,Louisiana,Louisiana_vs_rest,231,68436
roommates,2,26,28,0.10301864051706922,0.45241154458049954,Louisiana,Louisiana_vs_rest,231,68436
desk,8,394,402,0.0273646008402757,0.4501569150581167,Louisiana,Louisiana_vs_rest,231,68436
electronics,3,60,63,0.06827592273892691,0.447467193078811,Louisiana,Louisiana_vs_rest,231,68436
circulation,2,27,29,0.0994408187880893,0.44420140277796566,Louisiana,Louisiana_vs_rest,231,68436
leash,2,27,29,0.0994408187880893,0.44420140277796566,Louisiana,Louisiana_vs_rest,231,68436
sexy,6,238,244,0.03432300295657065,0.4403756129323684,Louisiana,Louisiana_vs_rest,231,68436
systemic,3,62,65,0.0661261540403082,0.44006038624746296,Louisiana,Louisiana_vs_rest,231,68436
member,14,1149,1163,0.015663678837201545,0.4374469889175871,Louisiana,Louisiana_vs_rest,231,68436
save,12,876,888,0.017862944757341737,0.4360702813009752,Louisiana,Louisiana_vs_rest,231,68436
agent,10,636,646,0.020791173559979725,0.43310983898940086,Louisiana,Louisiana_vs_rest,231,68436
configuration,6,246,252,0.03316570399415575,0.432367306128018,Louisiana,Louisiana_vs_rest,231,68436
dictionary,5,176,181,0.03881687107012155,0.42925087632273323,Louisiana,Louisiana_vs_rest,231,68436
swelling,2,29,31,0.09296830352027463,0.42896911698858736,Louisiana,Louisiana_vs_rest,231,68436
lodge,2,29,31,0.09296830352027463,0.42896911698858736,Louisiana,Louisiana_vs_rest,231,68436
dementia,2,29,31,0.09296830352027463,0.42896911698858736,Louisiana,Louisiana_vs_rest,231,68436
boss,8,438,446,0.024446745630013922,0.4233962975058097,Louisiana,Louisiana_vs_rest,231,68436
matilda,2,30,32,0.09003144346586645,0.42188482078507594,Louisiana,Louisiana_vs_rest,231,68436
naughty,2,30,32,0.09003144346586645,0.42188482078507594,Louisiana,Louisiana_vs_rest,231,68436
bet,5,187,192,0.036473498601136356,0.4152588529011536,Louisiana,Louisiana_vs_rest,231,68436
affects,5,187,192,0.036473498601136356,0.4152588529011536,Louisiana,Louisiana_vs_rest,231,68436
tissues,2,31,33,0.0872702816434412,0.4151191700651369,Louisiana,Louisiana_vs_rest,231,68436
shrink,2,31,33,0.0872702816434412,0.4151191700651369,Louisiana,Louisiana_vs_rest,231,68436
sustainable,5,190,195,0.03588000606282726,0.41164224426731194,Louisiana,Louisiana_vs_rest,231,68436
sultry,2,32,34,0.08466949956228476,0.40864870328398384,Louisiana,Louisiana_vs_rest,231,68436
swinging,2,32,34,0.08466949956228476,0.40864870328398384,Louisiana,Louisiana_vs_rest,231,68436
cooling,3,73,76,0.05630707765265619,0.40457798244141224,Louisiana,Louisiana_vs_rest,231,68436
technologies,7,371,378,0.02531074288174473,0.40361717504641376,Louisiana,Louisiana_vs_rest,231,68436
func,4,129,133,0.04244217548429141,0.4025521199420791,Louisiana,Louisiana_vs_rest,231,68436
grep,2,33,35,0.08221551021961737,0.40245231061593195,Louisiana,Louisiana_vs_rest,231,68436
opens,8,482,490,0.022050866030289384,0.400142597659513,Louisiana,Louisiana_vs_rest,231,68436
busty,3,75,78,0.054816763648966926,0.3989272356754766,Louisiana,Louisiana_vs_rest,231,68436
hometown,2,34,36,0.07989622004742891,0.3965109393326147,Louisiana,Louisiana_vs_rest,231,68436
laying,4,133,137,0.041143683272927944,0.39598040506437443,Louisiana,Louisiana_vs_rest,231,68436
closes,3,78,81,0.0527181258488536,0.39083642390794626,Louisiana,Louisiana_vs_rest,231,68436
snapped,2,35,37,0.07770082910289489,0.39080734305625586,Louisiana,Louisiana_vs_rest,231,68436
complement,3,79,82,0.05205242035055768,0.3882359748048928,Louisiana,Louisiana_vs_rest,231,68436
cell,11,902,913,0.01567848938411487,0.38795602459264844,Louisiana,Louisiana_vs_rest,231,68436
teasingly,2,36,38,0.07561966251797081,0.3853258673731375,Louisiana,Louisiana_vs_rest,231,68436
oppressed,2,36,38,0.07561966251797081,0.3853258673731375,Louisiana,Louisiana_vs_rest,231,68436
openais,4,140,144,0.039043784828814765,0.3851235400820698,Louisiana,Louisiana_vs_rest,231,68436
recognizes,3,81,84,0.05076817283657853,0.3831712019542455,Louisiana,Louisiana_vs_rest,231,68436
init,3,83,86,0.049543182129511365,0.3782791463200695,Louisiana,Louisiana_vs_rest,231,68436
master,11,954,965,0.014710235042381115,0.37416031642083714,Louisiana,Louisiana_vs_rest,231,68436
lap,3,85,88,0.048373438577383965,0.3735500029403108,Louisiana,Louisiana_vs_rest,231,68436
bay,5,229,234,0.029542456788771432,0.37090910880394756,Louisiana,Louisiana_vs_rest,231,68436
compelled,2,39,41,0.06997878148458625,0.3700778067141758,Louisiana,Louisiana_vs_rest,231,68436
smartphones,2,39,41,0.06997878148458625,0.3700778067141758,Louisiana,Louisiana_vs_rest,231,68436
vaccines,2,40,42,0.06827568673781492,0.36535417034630463,Louisiana,Louisiana_vs_rest,231,68436
slips,2,40,42,0.06827568673781492,0.36535417034630463,Louisiana,Louisiana_vs_rest,231,68436
parks,3,90,93,0.04566756327939814,0.36238223482561976,Louisiana,Louisiana_vs_rest,231,68436
xavier,2,41,43,0.0666509906297108,0.3607926266269949,Louisiana,Louisiana_vs_rest,231,68436
circuit,3,91,94,0.04516067769697507,0.3602530178942912,Louisiana,Louisiana_vs_rest,231,68436
admission,3,91,94,0.04516067769697507,0.3602530178942912,Louisiana,Louisiana_vs_rest,231,68436
off,24,3783,3807,0.0071035100436471765,0.3584246724418944,Louisiana,Louisiana_vs_rest,231,68436
choosing,4,161,165,0.033807074780551005,0.35666225176442784,Louisiana,Louisiana_vs_rest,231,68436
vincent,2,43,45,0.06361608617235781,0.3521197034749142,Louisiana,Louisiana_vs_rest,231,68436
hips,3,95,98,0.0432358506840238,0.35205432541009724,Louisiana,Louisiana_vs_rest,231,68436
innovation,6,352,358,0.022695053315368696,0.3520537160672906,Louisiana,Louisiana_vs_rest,231,68436
flow,7,471,478,0.019546446343818857,0.350184735659658,Louisiana,Louisiana_vs_rest,231,68436
butt,7,472,479,0.01950091499041129,0.3497316993525504,Louisiana,Louisiana_vs_rest,231,68436
serum,2,44,46,0.06219663913703144,0.347991990310017,Louisiana,Louisiana_vs_rest,231,68436
machiavellian,2,44,46,0.06219663913703144,0.347991990310017,Louisiana,Louisiana_vs_rest,231,68436
cmd,2,44,46,0.06219663913703144,0.347991990310017,Louisiana,Louisiana_vs_rest,231,68436
quantum,6,360,366,0.022149992114496087,0.34738589938743564,Louisiana,Louisiana_vs_rest,231,68436
synthesis,3,98,101,0.04189159602132797,0.34621732807723077,Louisiana,Louisiana_vs_rest,231,68436
shaping,4,173,177,0.031369613434115706,0.3426377551275309,Louisiana,Louisiana_vs_rest,231,68436
accidentally,5,266,271,0.02520871605452868,0.3403667576609078,Louisiana,Louisiana_vs_rest,231,68436
whistle,2,46,48,0.059533520955346475,0.34011771401299423,Louisiana,Louisiana_vs_rest,231,68436
walking,9,776,785,0.014808265854840741,0.33971947931651253,Louisiana,Louisiana_vs_rest,231,68436
friday,5,271,276,0.024711809852961508,0.3366946443518037,Louisiana,Louisiana_vs_rest,231,68436
dose,2,47,49,0.05828273867259348,0.3363581754543568,Louisiana,Louisiana_vs_rest,231,68436
detecting,2,47,49,0.05828273867259348,0.3363581754543568,Louisiana,Louisiana_vs_rest,231,68436
materials,8,641,649,0.016093054027573217,0.33576315221328007,Louisiana,Louisiana_vs_rest,231,68436
privileges,2,48,50,0.0570815369458586,0.33270914504089844,Louisiana,Louisiana_vs_rest,231,68436
treatments,3,106,109,0.038666361723336706,0.3318086277244615,Louisiana,Louisiana_vs_rest,231,68436
gate,4,184,188,0.029407250214967817,0.33093061706777926,Louisiana,Louisiana_vs_rest,231,68436
flexibility,3,109,112,0.0375749442581963,0.32679376606509497,Louisiana,Louisiana_vs_rest,231,68436
blvd,2,50,52,0.05481652955280403,0.32572133296210876,Louisiana,Louisiana_vs_rest,231,68436
exposure,4,190,194,0.02843020828090914,0.3249501609045961,Louisiana,Louisiana_vs_rest,231,68436
suffer,4,190,194,0.02843020828090914,0.3249501609045961,Louisiana,Louisiana_vs_rest,231,68436
efficiency,6,404,410,0.019531030161575202,0.3240645032538863,Louisiana,Louisiana_vs_rest,231,68436
vessels,2,51,53,0.0537475819827975,0.3223727938357175,Louisiana,Louisiana_vs_rest,231,68436
divorce,2,51,53,0.0537475819827975,0.3223727938357175,Louisiana,Louisiana_vs_rest,231,68436
stylistic,2,52,54,0.05271789213368194,0.3191151890837968,Louisiana,Louisiana_vs_rest,231,68436
smallest,3,114,117,0.03587954776760682,0.3188526385726371,Louisiana,Louisiana_vs_rest,231,68436
functionality,4,198,202,0.02721734880738147,0.31737529156266775,Louisiana,Louisiana_vs_rest,231,68436
greed,2,53,55,0.05172533583982819,0.315944393111097,Louisiana,Louisiana_vs_rest,231,68436
insist,2,53,55,0.05172533583982819,0.315944393111097,Louisiana,Louisiana_vs_rest,231,68436
localized,2,53,55,0.05172533583982819,0.315944393111097,Louisiana,Louisiana_vs_rest,231,68436
trip,5,302,307,0.021990851229421793,0.31586257295847686,Louisiana,Louisiana_vs_rest,231,68436
err,4,202,206,0.026646081914927677,0.31374647130859473,Louisiana,Louisiana_vs_rest,231,68436
causes,7,572,579,0.015739696394270197,0.3101579457142481,Louisiana,Louisiana_vs_rest,231,68436
amplify,2,55,57,0.04984386697791976,0.3098479950445556,Louisiana,Louisiana_vs_rest,231,68436
teases,2,55,57,0.04984386697791976,0.3098479950445556,Louisiana,Louisiana_vs_rest,231,68436
task,22,3930,3952,0.006000157569509668,0.3084080510241456,Louisiana,Louisiana_vs_rest,231,68436
walked,6,438,444,0.017861649706809146,0.30832589795725784,Louisiana,Louisiana_vs_rest,231,68436
distraction,2,56,58,0.04895140781379759,0.3069153524056421,Louisiana,Louisiana_vs_rest,231,68436
gasp,2,56,58,0.04895140781379759,0.3069153524056421,Louisiana,Louisiana_vs_rest,231,68436
tops,2,57,59,0.048088966672038325,0.3040554022467841,Louisiana,Louisiana_vs_rest,231,68436
volcano,2,57,59,0.048088966672038325,0.3040554022467841,Louisiana,Louisiana_vs_rest,231,68436
hcl,2,57,59,0.048088966672038325,0.3040554022467841,Louisiana,Louisiana_vs_rest,231,68436
nights,4,216,220,0.02480952877304432,0.30179622385769034,Louisiana,Louisiana_vs_rest,231,68436
heat,7,598,605,0.014964872171580268,0.3013999816580737,Louisiana,Louisiana_vs_rest,231,68436
null,13,1746,1759,0.008725662037351256,0.299350998231835,Louisiana,Louisiana_vs_rest,231,68436
muscle,4,222,226,0.02409179448899046,0.2970005324566961,Louisiana,Louisiana_vs_rest,231,68436
amoral,2,60,62,0.045667331088200314,0.29588235133841667,Louisiana,Louisiana_vs_rest,231,68436
examining,3,132,135,0.03081053540504186,0.2938778862961135,Louisiana,Louisiana_vs_rest,231,68436
onsite,2,61,63,0.04491099637128215,0.2932846335493217,Louisiana,Louisiana_vs_rest,231,68436
small,17,2787,2804,0.006741178686581861,0.29189892542828466,Louisiana,Louisiana_vs_rest,231,68436
mankind,3,135,138,0.03009360269807715,0.2901782734340907,Louisiana,Louisiana_vs_rest,231,68436
annual,4,232,236,0.022976341594686644,0.28939618249121446,Louisiana,Louisiana_vs_rest,231,68436
apartment,5,355,360,0.018420721824428554,0.28634804317456386,Louisiana,Louisiana_vs_rest,231,68436
optimize,4,237,241,0.022453190318389105,0.2857629360750171,Louisiana,Louisiana_vs_rest,231,68436
unexpected,6,500,506,0.015393373707388136,0.28355146666442854,Louisiana,Louisiana_vs_rest,231,68436
processing,8,828,836,0.011979334876121683,0.28347634449049736,Louisiana,Louisiana_vs_rest,231,68436
associates,2,66,68,0.041460732273616685,0.28114042935655875,Louisiana,Louisiana_vs_rest,231,68436
servers,2,66,68,0.041460732273616685,0.28114042935655875,Louisiana,Louisiana_vs_rest,231,68436
promotes,3,144,147,0.028117530999979934,0.2797370636882011,Louisiana,Louisiana_vs_rest,231,68436
trends,5,373,378,0.017435241494073495,0.2776775669549009,Louisiana,Louisiana_vs_rest,231,68436
impact,11,1467,1478,0.008802885839385155,0.27683259500045465,Louisiana,Louisiana_vs_rest,231,68436
sunglasses,2,68,70,0.040217723271814165,0.27663913983581967,Louisiana,Louisiana_vs_rest,231,68436
wraps,2,68,70,0.040217723271814165,0.27663913983581967,Louisiana,Louisiana_vs_rest,231,68436
site,7,684,691,0.012816365531660878,0.27576827001016435,Louisiana,Louisiana_vs_rest,231,68436
knew,9,1054,1063,0.01033268972012813,0.27564108467781595,Louisiana,Louisiana_vs_rest,231,68436
